experimento	fecha	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT8312	20220512 075531	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.176532060448779	0.799812874208856	717	386	118	0.00281920048735862	10488	13152000	97
HT8312	20220512 075731	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0837711371257529	0.982837307361607	834	3810	137	0.0648769436236803	10306	14294000	98
HT8312	20220512 075825	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0916240876915958	0.175879165340634	451	452	103	0.0471324561138264	8718	14322000	99
HT8312	20220512 075904	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.285346062048273	0.33169325672877	91	4081	37	0.0901387928686718	9010	10910000	100
HT8312	20220512 080308	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0260621764220484	0.901632195077906	952	6155	515	0.0651199191910058	9966	14754000	101
HT8312	20220512 080559	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.170972142756134	0.792488310616324	603	190	86	0.00474648906485848	8780	12940000	102
HT8312	20220512 080713	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.252623351291139	0.642167845299724	534	7834	42	0.071961371630948	10478	15682000	103
HT8312	20220512 080842	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.15313175343236	0.730735204925574	332	4538	65	0.0709256443349848	10626	13614000	104
HT8312	20220512 081054	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.197708712812616	0.77025847955551	898	471	10	0.0615396846755661	10538	12622000	105
HT8312	20220512 081232	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.156394692157311	0.926589186676079	455	3531	66	0.0541426060854961	11380	13220000	106
HT8312	20220512 081345	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.275423652566649	0.642053848293847	564	7281	45	0.0685032417962554	11042	13558000	107
HT8312	20220512 081650	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0670985019459669	0.853748968570563	854	4324	361	0.0488789137447573	11518	13682000	108
HT8312	20220512 081733	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.22278092184226	0.341383242442389	354	3954	56	0.0523106533996722	13320	12600000	109
HT8312	20220512 081834	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.216594672386032	0.517671355470899	43	6978	89	0.0520100906783897	11574	14106000	110
HT8312	20220512 081901	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.237051826880742	0.138259828108992	947	2199	73	0.0406274265177366	12514	14006000	111
HT8312	20220512 081935	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.122949501124294	0.187329562072479	538	1598	55	0.047942699785101	12390	14370000	112
HT8312	20220512 082112	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.10866513983475	0.858515521227312	252	5902	96	0.048463818147941	12722	14158000	113
HT8312	20220512 082249	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.248975494035724	0.486229236009857	957	278	44	0.00715462213643558	13900	12500000	114
HT8312	20220512 082347	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.201119534726525	0.333622198364511	589	7999	220	0.0676560783837653	9592	12368000	115
HT8312	20220512 082450	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.229155550490813	0.518765215917537	643	4272	74	0.0564067194938738	10872	12168000	116
